E01000001,1
E01000002,1
E01000003,1
E01000005,3
E01000006,3
E01000007,3
E01000008,3
E01000009,3
E01000011,3
E01000012,3
E01000013,0
E01000014,0
E01000015,0
E01000016,0
E01000017,0
E01000018,0
E01000019,3
E01000020,0
E01000021,0
E01000022,0
E01000024,0
E01000025,0
E01000027,3
E01000028,3
E01000029,3
E01000030,3
E01000031,3
E01000032,3
E01000033,0
E01000034,0
E01000035,0
E01000036,0
E01000037,1
E01000038,1
E01000039,1
E01000040,0
E01000041,0
E01000042,0
E01000043,0
E01000044,0
E01000045,0
E01000046,0
E01000049,0
E01000050,3
E01000051,3
E01000052,3
E01000053,0
E01000054,0
E01000055,0
E01000056,0
E01000057,0
E01000058,0
E01000059,0
E01000060,0
E01000061,0
E01000062,0
E01000063,0
E01000064,0
E01000065,0
E01000066,3
E01000067,3
E01000068,3
E01000069,3
E01000070,3
E01000071,3
E01000072,0
E01000073,0
E01000074,0
E01000075,0
E01000076,0
E01000077,0
E01000078,0
E01000079,0
E01000080,0
E01000081,0
E01000082,0
E01000083,0
E01000084,0
E01000085,0
E01000086,0
E01000087,0
E01000088,0
E01000089,0
E01000090,0
E01000091,0
E01000093,0
E01000094,0
E01000095,0
E01000096,0
E01000097,3
E01000098,3
E01000099,0
E01000100,0
E01000101,0
E01000102,0
E01000103,0
E01000104,0
E01000105,0
E01000106,0
E01000107,0
E01000108,0
E01000110,3
E01000111,3
E01000112,3
E01000113,3
E01000114,0
E01000115,1
E01000116,1
E01000117,1
E01000118,1
E01000119,1
E01000120,1
E01000121,1
E01000122,1
E01000123,1
E01000124,0
E01000126,3
E01000127,3
E01000128,3
E01000129,3
E01000130,3
E01000131,3
E01000132,3
E01000133,3
E01000134,3
E01000135,3
E01000136,1
E01000137,3
E01000138,3
E01000139,3
E01000140,3
E01000141,3
E01000142,3
E01000143,0
E01000144,3
E01000145,1
E01000146,3
E01000147,3
E01000150,3
E01000151,3
E01000152,3
E01000153,3
E01000154,3
E01000156,1
E01000157,1
E01000158,1
E01000159,3
E01000160,0
E01000161,3
E01000162,1
E01000163,1
E01000164,1
E01000165,1
E01000166,1
E01000167,1
E01000168,1
E01000169,1
E01000170,1
E01000171,1
E01000172,1
E01000173,1
E01000174,1
E01000175,1
E01000176,1
E01000177,1
E01000178,1
E01000179,1
E01000180,1
E01000181,1
E01000182,1
E01000183,1
E01000184,1
E01000185,1
E01000186,3
E01000187,3
E01000188,3
E01000189,3
E01000190,3
E01000191,3
E01000192,3
E01000193,3
E01000194,3
E01000195,3
E01000196,3
E01000197,1
E01000198,1
E01000199,3
E01000200,1
E01000201,1
E01000202,1
E01000203,1
E01000204,3
E01000205,1
E01000206,1
E01000207,1
E01000208,1
E01000209,1
E01000210,1
E01000211,1
E01000212,1
E01000213,1
E01000214,3
E01000215,1
E01000216,1
E01000217,1
E01000218,1
E01000219,1
E01000220,1
E01000221,3
E01000222,3
E01000223,3
E01000224,3
E01000225,1
E01000226,3
E01000227,3
E01000228,3
E01000229,3
E01000230,3
E01000231,3
E01000232,3
E01000233,3
E01000234,3
E01000235,3
E01000236,1
E01000237,3
E01000238,1
E01000239,3
E01000240,3
E01000241,3
E01000242,1
E01000243,3
E01000244,3
E01000245,3
E01000246,1
E01000247,1
E01000248,1
E01000249,1
E01000250,1
E01000251,1
E01000252,1
E01000253,1
E01000254,1
E01000255,3
E01000256,3
E01000257,3
E01000258,3
E01000259,3
E01000260,3
E01000261,1
